EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,BusinessTravel,DistanceFromHome,PercentSalaryHike,StockOptionLevel,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
1837,53,Male,Married,Bachelor,Marketing,Sales,Sales Executive,4,23250,Travel_Rarely,6,18,1,7.0,35.0,1,5,0,4,Low,Very High,Better,Very High,Excellent,No
1838,45,Male,Divorced,Doctor,Technical Degree,Research & Development,Healthcare Representative,2,20880,Travel_Rarely,1,15,3,4.0,18.0,2,5,0,2,Very High,Low,Better,High,Excellent,No
1839,32,Female,Married,Bachelor,Marketing,Sales,Human Resources,1,30720,Travel_Rarely,10,12,0,5.0,9.0,4,5,1,3,High,High,Good,Low,Excellent,No
1840,52,Male,Married,Below College,Life Sciences,Research & Development,Laboratory Technician,2,50060,Travel_Frequently,1,16,1,3.0,31.0,2,9,0,0,High,Very High,Better,High,Excellent,No
1841,37,Female,Divorced,College,Life Sciences,Sales,Laboratory Technician,4,42570,Travel_Rarely,24,15,0,4.0,9.0,2,1,0,0,Very High,High,Better,High,Excellent,No
1842,28,Female,Divorced,Master,Life Sciences,Research & Development,Healthcare Representative,1,25000,Travel_Rarely,21,16,2,1.0,6.0,3,5,0,4,Medium,Very High,Better,High,Excellent,No
1843,22,Male,Married,College,Life Sciences,Research & Development,Sales Representative,1,11020,Travel_Rarely,2,19,0,6.0,4.0,3,2,2,2,Very High,Very High,Bad,Medium,Excellent,No
1844,44,Female,Married,Bachelor,Medical,Research & Development,Laboratory Technician,1,104530,Travel_Rarely,22,11,1,2.0,10.0,2,3,0,2,Low,Very High,Good,High,Excellent,No
1845,42,Female,Single,Master,Life Sciences,Sales,Laboratory Technician,2,22880,Travel_Frequently,13,16,1,5.0,8.0,4,2,2,2,Medium,Very High,Better,Medium,Excellent,No
1846,36,Male,Married,Bachelor,Other,Research & Development,Research Scientist,2,39290,Travel_Rarely,14,24,0,0.0,6.0,6,5,0,3,Low,Low,Better,Medium,Outstanding,No
1847,25,Female,Married,Bachelor,Life Sciences,Sales,Laboratory Technician,1,23110,Travel_Rarely,11,11,1,1.0,5.0,2,5,0,3,High,Low,Better,High,Excellent,No
1848,35,Female,Married,College,Life Sciences,Research & Development,Healthcare Representative,1,31400,Travel_Rarely,9,13,1,1.0,17.0,2,17,5,15,Very High,High,Better,Medium,Excellent,No
1850,32,Male,Divorced,Bachelor,Life Sciences,Research & Development,Sales Executive,1,44500,Non-Travel,21,13,0,0.0,4.0,3,3,0,2,Very High,Very High,Better,High,Excellent,No
1851,25,Female,Married,Bachelor,Marketing,Sales,Research Scientist,4,27560,Travel_Rarely,5,12,2,1.0,5.0,2,5,0,3,High,Low,Best,High,Excellent,No
1852,49,Female,Married,Bachelor,Technical Degree,Sales,Sales Representative,2,190330,Travel_Rarely,9,18,1,2.0,7.0,5,4,0,2,High,Low,Better,High,Excellent,No
1853,24,Male,Married,Doctor,Technical Degree,Research & Development,Healthcare Representative,2,187220,Non-Travel,2,22,1,0.0,6.0,3,5,3,4,Low,Very High,Good,High,Outstanding,No
1854,32,Male,Married,Doctor,Medical,Research & Development,Research Scientist,1,95470,Travel_Frequently,12,13,1,1.0,10.0,3,10,5,3,Medium,Medium,Better,Medium,Excellent,No
1855,38,Male,Married,College,Medical,Sales,Sales Executive,1,137340,Travel_Rarely,22,13,0,0.0,3.0,3,2,1,2,Medium,Medium,Better,Very High,Excellent,No
1856,42,Female,Married,Below College,Technical Degree,Research & Development,Research Scientist,2,199990,Travel_Rarely,18,23,1,2.0,17.0,6,5,1,3,High,Very High,Good,High,Outstanding,No
1857,31,Female,Married,Bachelor,Life Sciences,Research & Development,Sales Executive,3,22790,Travel_Rarely,16,12,1,3.0,8.0,3,6,0,2,Very High,Very High,Better,High,Excellent,No
1858,29,Male,Divorced,Bachelor,Marketing,Sales,Laboratory Technician,3,59160,Travel_Rarely,3,12,0,6.0,5.0,2,3,0,2,Medium,High,Better,High,Excellent,Yes
1859,53,Male,Married,Bachelor,Life Sciences,Research & Development,Sales Representative,1,20890,Travel_Rarely,9,16,0,5.0,28.0,2,2,2,2,Low,Very High,Better,Medium,Excellent,No
1860,35,Male,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,3,167920,Travel_Rarely,1,12,1,3.0,16.0,3,13,4,8,Very High,Medium,Better,Very High,Excellent,No
1861,37,Female,Married,Master,Life Sciences,Research & Development,Human Resources,3,35640,Travel_Frequently,13,11,0,5.0,10.0,1,5,0,0,High,Very High,Better,Low,Excellent,No
1862,53,Male,Single,Below College,Medical,Research & Development,Sales Executive,1,44250,Travel_Rarely,1,22,1,6.0,33.0,2,12,3,8,Very High,Very High,Better,Very High,Outstanding,No
1863,43,Male,Married,Bachelor,Medical,Research & Development,Laboratory Technician,1,52650,Travel_Frequently,1,11,1,4.0,12.0,4,5,2,2,Very High,Very High,Good,High,Excellent,No
1864,47,Female,Married,Master,Marketing,Sales,Research Director,3,65530,Travel_Rarely,15,15,0,0.0,8.0,2,7,7,7,High,Very High,Better,High,Excellent,No
1865,37,Female,Single,Doctor,Medical,Research & Development,Research Scientist,2,62610,Non-Travel,1,12,0,1.0,10.0,1,10,0,9,Low,Medium,Better,High,Excellent,No
1866,50,Female,Divorced,Bachelor,Medical,Research & Development,Laboratory Technician,1,42980,Non-Travel,17,20,1,1.0,31.0,6,31,14,7,Low,Low,Better,High,Outstanding,No
1867,39,Female,Married,Bachelor,Other,Research & Development,Human Resources,3,68040,Travel_Rarely,1,14,1,8.0,13.0,3,5,0,4,Very High,Very High,Better,Medium,Excellent,No
1868,33,Male,Divorced,Bachelor,Life Sciences,Sales,Manufacturing Director,2,38150,Travel_Rarely,7,11,1,3.0,7.0,3,4,0,3,Very High,Medium,Best,High,Excellent,No
1869,32,Female,Single,Below College,Medical,Research & Development,Laboratory Technician,1,27410,Travel_Rarely,9,15,1,1.0,1.0,5,1,0,1,Low,Very High,Bad,Medium,Excellent,Yes
1870,29,Female,Divorced,Master,Life Sciences,Research & Development,Healthcare Representative,4,66730,Travel_Rarely,5,12,1,6.0,8.0,2,4,0,3,Low,Very High,Better,Very High,Excellent,No
1871,44,Male,Married,College,Life Sciences,Research & Development,Manufacturing Director,2,76390,Travel_Rarely,26,14,0,1.0,8.0,6,8,7,1,Medium,Low,Better,High,Excellent,No
1872,28,Female,Single,Doctor,Life Sciences,Sales,Research Scientist,1,23280,Travel_Rarely,24,11,2,1.0,4.0,3,4,0,2,Low,Very High,Better,High,Excellent,No
1873,58,Male,Divorced,College,Technical Degree,Sales,Sales Executive,1,21530,Travel_Frequently,9,11,0,9.0,3.0,3,1,0,0,Very High,Very High,Good,High,Excellent,Yes
1874,43,Male,Divorced,Master,Marketing,Sales,Sales Executive,2,48760,Travel_Rarely,7,16,2,4.0,4.0,4,1,0,0,Low,Medium,Best,High,Excellent,No
1875,20,Male,Single,Bachelor,Medical,Research & Development,Sales Executive,2,93960,Travel_Rarely,11,12,0,1.0,2.0,6,2,0,2,High,High,Good,Low,Excellent,Yes
1876,21,Male,Single,Bachelor,Medical,Research & Development,Sales Executive,2,104000,Travel_Rarely,1,13,1,1.0,1.0,2,1,0,0,Very High,Very High,Good,High,Excellent,Yes
1877,36,Male,Married,Master,Medical,Research & Development,Laboratory Technician,1,84740,Travel_Rarely,26,14,0,0.0,17.0,3,16,4,11,High,Very High,Good,High,Excellent,No
1878,47,Male,Single,Bachelor,Life Sciences,Research & Development,Manufacturing Director,2,99810,Travel_Rarely,2,21,1,1.0,3.0,3,3,1,2,Very High,Very High,Good,High,Outstanding,No
1879,22,Female,Married,Master,Life Sciences,Research & Development,Laboratory Technician,1,124900,Travel_Rarely,15,13,0,0.0,4.0,3,3,0,2,Medium,High,Best,High,Excellent,Yes
1880,41,Female,Divorced,Bachelor,Life Sciences,Research & Development,Sales Executive,2,26570,Travel_Rarely,23,11,0,4.0,10.0,3,7,1,0,Medium,Very High,Good,Very High,Excellent,Yes
1881,28,Female,Divorced,Bachelor,Life Sciences,Research & Development,Manager,3,135910,Travel_Rarely,10,20,1,5.0,6.0,2,2,2,2,High,High,Better,High,Outstanding,No
1882,39,Female,Married,Master,Life Sciences,Research & Development,Human Resources,4,66960,Travel_Rarely,10,11,0,7.0,8.0,3,2,2,2,Very High,Low,Bad,High,Excellent,Yes
1883,27,Male,Single,Bachelor,Medical,Research & Development,Research Scientist,1,20580,Travel_Rarely,1,14,1,1.0,1.0,5,1,0,0,Medium,High,Better,High,Excellent,No
1884,34,Male,Divorced,College,Technical Degree,Research & Development,Human Resources,2,88650,Travel_Rarely,12,11,1,1.0,1.0,0,1,1,0,Medium,Medium,Better,High,Excellent,No
1885,42,Male,Single,Below College,Technical Degree,Sales,Human Resources,2,59400,Travel_Rarely,11,16,0,7.0,10.0,2,5,0,3,High,High,Better,Medium,Excellent,No
1886,33,Female,Single,Bachelor,Marketing,Sales,Sales Executive,1,59140,Travel_Rarely,2,16,1,3.0,6.0,4,3,0,2,High,Low,Better,High,Excellent,No
1887,58,Male,Divorced,Master,Life Sciences,Research & Development,Research Scientist,1,26220,Travel_Rarely,2,23,0,2.0,24.0,3,6,0,4,High,Medium,Better,High,Outstanding,No
1888,31,Female,Married,Bachelor,Life Sciences,Sales,Sales Representative,1,121850,Travel_Rarely,1,14,0,3.0,13.0,2,7,5,2,Medium,High,Best,High,Excellent,No
1889,35,Male,Married,Below College,Life Sciences,Research & Development,Healthcare Representative,3,106090,Travel_Rarely,2,22,0,1.0,10.0,3,10,0,7,Very High,Very High,Bad,High,Outstanding,No
1890,49,Female,Married,College,Life Sciences,Research & Development,Sales Executive,2,43450,Travel_Rarely,25,15,0,4.0,29.0,3,26,1,7,Low,Medium,Good,Medium,Excellent,No
1891,48,Male,Married,Master,Medical,Research & Development,Research Scientist,1,21770,Travel_Rarely,1,18,0,4.0,13.0,4,0,0,0,Very High,High,Good,High,Excellent,No
1892,31,Female,Married,College,Technical Degree,Research & Development,Sales Executive,2,27930,Non-Travel,1,16,0,1.0,9.0,4,9,0,0,Very High,High,Good,High,Excellent,No
1893,36,Male,Single,Master,Technical Degree,Human Resources,Sales Executive,1,79180,Travel_Rarely,2,12,2,2.0,8.0,3,6,0,1,Medium,Very High,Better,Medium,Excellent,No
1894,38,Male,Married,Bachelor,Other,Sales,Sales Executive,2,87890,Travel_Rarely,6,11,3,1.0,15.0,4,15,5,11,Very High,Low,Better,High,Excellent,No
1895,32,Male,Married,Bachelor,Marketing,Sales,Laboratory Technician,1,23890,Non-Travel,18,12,1,6.0,5.0,4,3,0,2,High,Medium,Better,Medium,Excellent,No
1896,25,Male,Married,College,Life Sciences,Research & Development,Sales Executive,1,32120,Travel_Rarely,1,15,1,1.0,1.0,3,1,0,0,High,Medium,Better,Medium,Excellent,Yes
1897,40,Male,Divorced,Master,Medical,Research & Development,Research Scientist,2,192320,Travel_Rarely,1,14,1,2.0,11.0,3,1,0,0,Low,Medium,Good,High,Excellent,No
1898,26,Male,Single,Bachelor,Marketing,Sales,Healthcare Representative,2,22670,Travel_Frequently,11,19,3,1.0,7.0,2,7,0,7,High,Low,Better,Medium,Excellent,No
1899,41,Male,Single,Master,Medical,Research & Development,Research Scientist,1,195170,Travel_Rarely,1,13,0,2.0,20.0,5,18,2,17,Very High,Low,Better,High,Excellent,No
1900,36,Female,Single,Bachelor,Life Sciences,Research & Development,Healthcare Representative,2,24360,Travel_Rarely,9,13,0,4.0,16.0,3,11,3,9,High,High,Better,Low,Excellent,No
1901,19,Male,Single,Bachelor,Life Sciences,Research & Development,Research Scientist,2,160640,Travel_Rarely,15,15,1,1.0,1.0,3,1,0,0,Very High,Medium,Best,High,Excellent,Yes
1902,20,Female,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,3,27070,Travel_Rarely,29,11,0,1.0,1.0,2,1,0,0,Low,Low,Better,High,Excellent,Yes
1903,31,Male,Married,Master,Life Sciences,Research & Development,Research Director,4,190680,Travel_Rarely,1,12,0,0.0,10.0,1,9,8,5,Very High,Very High,Bad,High,Excellent,No
1904,40,Male,Divorced,Bachelor,Marketing,Sales,Research Scientist,1,39310,Travel_Frequently,1,19,0,8.0,3.0,2,1,0,0,Very High,Medium,Better,Medium,Excellent,No
1905,32,Male,Married,Bachelor,Life Sciences,Research & Development,Laboratory Technician,4,37300,Travel_Rarely,24,25,1,1.0,8.0,4,8,6,3,High,Low,Best,High,Outstanding,No
1906,36,Male,Married,Bachelor,Medical,Research & Development,Sales Executive,3,22320,Travel_Rarely,10,12,1,1.0,16.0,2,16,3,7,High,Very High,Better,High,Excellent,Yes
1907,33,Female,Single,Master,Medical,Research & Development,Manufacturing Director,4,44650,Travel_Rarely,1,13,0,0.0,6.0,3,5,1,4,Medium,Very High,Better,High,Excellent,No
1908,37,Female,Married,Master,Marketing,Sales,Human Resources,3,30720,Travel_Rarely,10,14,0,5.0,17.0,3,14,11,7,Low,High,Bad,Medium,Excellent,Yes
1909,45,Male,Married,Below College,Life Sciences,Research & Development,Sales Executive,2,33190,Non-Travel,8,12,1,1.0,9.0,3,9,0,8,High,Medium,Good,High,Excellent,No
1911,35,Male,Married,Bachelor,Human Resources,Human Resources,Laboratory Technician,3,136750,Travel_Rarely,1,15,3,1.0,5.0,5,5,1,0,High,High,Better,Medium,Excellent,No
1913,58,Female,Single,College,Medical,Sales,Sales Executive,4,59570,Travel_Rarely,9,14,1,4.0,7.0,2,1,0,0,Very High,High,Better,Low,Excellent,Yes
1914,53,Male,Divorced,Bachelor,Technical Degree,Research & Development,Manager,1,39200,Travel_Rarely,9,16,1,6.0,22.0,3,17,15,2,High,High,Best,High,Excellent,No
1915,30,Male,Divorced,Master,Marketing,Sales,Sales Executive,1,64340,Travel_Rarely,3,14,1,5.0,10.0,3,8,7,7,High,High,Best,Medium,Excellent,No
1916,38,Male,Single,Bachelor,Life Sciences,Sales,Research Director,2,100480,Non-Travel,4,23,1,1.0,6.0,2,5,1,3,High,Very High,Better,High,Outstanding,No
1917,35,Female,Divorced,College,Life Sciences,Sales,Healthcare Representative,2,109380,Travel_Rarely,1,14,2,6.0,12.0,2,10,0,8,Very High,Very High,Better,Low,Excellent,No
1918,39,Male,Single,Below College,Marketing,Sales,Research Scientist,2,23400,Travel_Rarely,1,11,1,0.0,9.0,2,8,0,7,Low,High,Better,Medium,Excellent,No
1919,40,Male,Single,Master,Life Sciences,Research & Development,Human Resources,1,65450,Non-Travel,2,15,0,4.0,22.0,2,1,0,0,Medium,Medium,Good,High,Excellent,Yes
1920,47,Male,Divorced,Master,Life Sciences,Research & Development,Sales Executive,3,69310,Travel_Frequently,7,11,0,1.0,20.0,3,19,2,7,High,High,Best,High,Excellent,No
1921,36,Male,Divorced,Below College,Life Sciences,Sales,Research Scientist,2,48980,Non-Travel,28,13,1,4.0,12.0,3,7,0,7,Low,Very High,Better,High,Excellent,No
1922,31,Male,Single,Master,Medical,Research & Development,Research Scientist,2,25930,Non-Travel,28,21,0,0.0,4.0,2,3,1,2,High,Low,Better,High,Outstanding,Yes
1923,33,Male,Single,Bachelor,Other,Sales,Research Director,4,194360,Non-Travel,15,19,2,1.0,10.0,4,10,6,0,Very High,High,Better,High,Excellent,No
1924,29,Male,Single,Doctor,Life Sciences,Human Resources,Sales Executive,1,27230,Travel_Rarely,3,11,1,6.0,3.0,2,0,0,0,Very High,Low,Better,Medium,Excellent,Yes
1925,33,Male,Single,College,Technical Degree,Research & Development,Laboratory Technician,2,34790,Travel_Rarely,2,12,0,3.0,5.0,3,3,0,2,Medium,Very High,Better,High,Excellent,No
1926,45,Female,Divorced,Below College,Medical,Research & Development,Healthcare Representative,3,27940,Travel_Rarely,26,19,1,3.0,8.0,2,5,0,2,Very High,Very High,Better,High,Excellent,No
1927,50,Female,Divorced,Below College,Life Sciences,Sales,Manufacturing Director,1,52490,Travel_Rarely,10,21,2,9.0,32.0,2,5,1,3,Very High,Very High,Good,Medium,Outstanding,No
1928,33,Male,Married,Bachelor,Marketing,Sales,Human Resources,2,21760,Travel_Frequently,1,14,1,1.0,6.0,2,6,1,2,High,Medium,Better,Medium,Excellent,No
1929,41,Male,Divorced,Bachelor,Other,Sales,Laboratory Technician,1,168720,Travel_Frequently,11,15,1,2.0,21.0,2,18,0,11,Low,High,Best,High,Excellent,No
1930,27,Male,Married,Master,Other,Research & Development,Manufacturing Director,2,34850,Travel_Rarely,20,17,2,9.0,4.0,2,2,2,2,High,Medium,Better,High,Excellent,No
1931,45,Female,Married,Bachelor,Medical,Sales,Sales Executive,1,66440,Non-Travel,2,12,0,1.0,9.0,3,9,0,8,Very High,Low,Better,Very High,Excellent,No
1932,47,Female,Single,Master,Medical,Sales,Research Scientist,2,55820,Travel_Rarely,18,16,0,1.0,9.0,3,9,0,7,Very High,Very High,Better,High,Excellent,No
1933,30,Male,Married,Bachelor,Life Sciences,Sales,Healthcare Representative,2,40000,Travel_Rarely,2,12,0,4.0,7.0,5,5,0,1,Low,High,Better,Medium,Excellent,Yes
1934,50,Female,Married,Bachelor,Technical Degree,Research & Development,Sales Executive,2,134960,Travel_Rarely,1,18,1,3.0,22.0,3,12,1,5,Very High,High,Better,High,Excellent,No
1935,38,Male,Married,Bachelor,Technical Degree,Research & Development,Manufacturing Director,1,32100,Travel_Frequently,13,17,2,0.0,3.0,5,2,0,2,High,High,Good,Medium,Excellent,No
1936,46,Female,Divorced,Bachelor,Medical,Research & Development,Human Resources,3,190450,Travel_Rarely,28,11,3,6.0,13.0,2,8,0,7,Very High,High,Better,High,Excellent,No
1937,24,Female,Divorced,Bachelor,Life Sciences,Sales,Healthcare Representative,1,118490,Travel_Rarely,28,16,1,1.0,5.0,3,4,3,2,Very High,High,Better,High,Excellent,No
1938,35,Male,Divorced,Bachelor,Medical,Sales,Healthcare Representative,3,20700,Travel_Rarely,24,13,3,1.0,5.0,1,4,0,2,High,Medium,Bad,Medium,Excellent,Yes
1939,31,Male,Married,College,Technical Degree,Research & Development,Sales Executive,2,65020,Travel_Frequently,5,12,0,1.0,4.0,3,4,0,3,High,Low,Better,High,Excellent,No
1940,18,Male,Single,Master,Other,Sales,Manager,2,32300,Non-Travel,5,12,1,1.0,0.0,3,0,0,0,Medium,Very High,Better,High,Excellent,No
1941,54,Female,Married,Bachelor,Medical,Sales,Laboratory Technician,1,136030,Travel_Rarely,23,13,1,8.0,22.0,2,10,0,8,High,High,Better,High,Excellent,No
1942,35,Female,Divorced,Master,Medical,Research & Development,Manufacturing Director,1,119960,Travel_Rarely,6,19,2,1.0,16.0,3,16,10,1,High,High,Good,High,Excellent,No
1943,30,Female,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,5,56050,Travel_Rarely,4,12,1,0.0,9.0,0,8,1,7,Medium,Low,Good,Medium,Excellent,No
1944,20,Female,Single,College,Life Sciences,Research & Development,Research Scientist,2,63970,Travel_Rarely,2,17,1,1.0,1.0,3,1,0,0,Very High,Low,Better,High,Excellent,Yes
1945,30,Male,Single,Master,Medical,Research & Development,Sales Executive,1,191440,Travel_Frequently,8,11,0,0.0,4.0,3,3,1,2,Medium,Medium,Better,High,Excellent,Yes
1946,26,Female,Married,Bachelor,Marketing,Sales,Research Scientist,2,175840,Travel_Rarely,1,20,0,1.0,8.0,2,8,1,3,Very High,Very High,Better,High,Outstanding,No
1947,22,Male,Married,Bachelor,Other,Research & Development,Sales Representative,2,49070,Travel_Rarely,8,21,1,1.0,4.0,2,4,1,1,Medium,Low,Good,High,Outstanding,No
1948,48,Male,Single,Master,Medical,Human Resources,Sales Executive,2,45540,Travel_Rarely,2,11,2,2.0,19.0,3,2,2,2,Low,High,Better,High,Excellent,No
1949,48,Male,Single,Bachelor,Medical,Sales,Research Director,1,54150,Travel_Rarely,3,11,1,7.0,27.0,1,15,4,8,High,High,Better,High,Excellent,No
1950,41,Male,Single,Bachelor,Life Sciences,Research & Development,Research Scientist,2,47410,Travel_Rarely,2,16,0,6.0,8.0,3,2,2,1,Very High,High,Better,High,Excellent,No
1951,39,Male,Married,Bachelor,Life Sciences,Sales,Human Resources,3,21150,Travel_Rarely,2,18,0,1.0,21.0,3,21,11,8,Very High,Very High,Better,Very High,Excellent,No
1952,27,Male,Married,Bachelor,Life Sciences,Research & Development,Human Resources,2,31610,Travel_Rarely,3,13,2,0.0,4.0,0,3,2,2,Low,Very High,Better,High,Excellent,No
1953,35,Male,Divorced,Bachelor,Medical,Sales,Sales Executive,5,57450,Travel_Rarely,24,17,3,1.0,3.0,4,3,1,2,Medium,Very High,Good,High,Excellent,No
1955,50,Male,Married,Bachelor,Medical,Sales,Sales Executive,2,33100,Travel_Rarely,27,22,1,4.0,8.0,3,1,0,0,Low,Very High,Better,Very High,Outstanding,No
1956,59,Female,Single,Master,Medical,Research & Development,Laboratory Technician,5,186650,Travel_Rarely,16,12,0,3.0,30.0,3,5,4,3,High,Very High,Better,Medium,Excellent,No
1957,37,Male,Married,Bachelor,Marketing,Sales,Laboratory Technician,2,44850,Travel_Rarely,15,11,1,5.0,15.0,2,1,0,0,Low,Medium,Bad,Very High,Excellent,Yes
1958,55,Female,Married,College,Life Sciences,Research & Development,Sales Executive,2,27890,Travel_Frequently,26,13,1,3.0,17.0,2,8,6,7,High,Medium,Better,Medium,Excellent,No
1959,41,Male,Divorced,Below College,Life Sciences,Research & Development,Research Scientist,2,58280,Non-Travel,19,13,0,1.0,21.0,0,21,5,10,Medium,High,Better,High,Excellent,No
1960,38,Female,Single,College,Other,Research & Development,Laboratory Technician,1,23260,Travel_Rarely,24,14,0,8.0,19.0,3,1,0,0,Medium,Very High,Better,Very High,Excellent,No
1961,26,Female,Single,Below College,Life Sciences,Research & Development,Manufacturing Director,1,135250,Non-Travel,21,17,1,8.0,7.0,4,2,2,2,Medium,Low,Better,Medium,Excellent,Yes
1962,52,Female,Married,Master,Medical,Research & Development,Human Resources,4,14200,Travel_Rarely,5,13,1,1.0,33.0,2,32,6,9,Low,Very High,Better,Very High,Excellent,Yes
1963,44,Female,Married,Bachelor,Life Sciences,Research & Development,Healthcare Representative,1,80200,Travel_Rarely,16,11,1,3.0,23.0,2,12,11,11,Very High,Very High,Better,High,Excellent,No
1964,50,Male,Married,College,Life Sciences,Human Resources,Laboratory Technician,1,36880,Non-Travel,2,11,0,0.0,19.0,3,18,0,13,Very High,High,Better,Medium,Excellent,No
1965,36,Male,Single,Master,Technical Degree,Sales,Sales Executive,4,54820,Travel_Rarely,2,18,0,1.0,18.0,3,17,15,14,High,Low,Better,High,Excellent,Yes
1966,39,Male,Single,Bachelor,Marketing,Sales,Sales Executive,1,160150,Travel_Frequently,11,11,0,1.0,21.0,3,21,2,8,Very High,Low,Better,Very High,Excellent,No
1967,33,Male,Single,College,Technical Degree,Sales,Sales Representative,5,12000,Non-Travel,9,11,1,0.0,3.0,3,2,2,2,Medium,Very High,Good,High,Excellent,No
1968,45,Male,Married,College,Other,Research & Development,Human Resources,1,56610,Travel_Rarely,7,12,0,3.0,26.0,2,9,1,1,Very High,Very High,Best,Medium,Excellent,No
1969,32,Male,Single,Bachelor,Medical,Research & Development,Manager,2,69290,Non-Travel,15,20,0,9.0,10.0,6,8,7,7,Very High,High,Better,Low,Outstanding,No
1970,34,Male,Divorced,Master,Marketing,Sales,Research Director,2,96130,Travel_Rarely,6,12,1,0.0,16.0,5,15,0,9,Medium,Very High,Good,Medium,Excellent,No
1971,59,Male,Married,Bachelor,Life Sciences,Research & Development,Research Scientist,2,56740,Travel_Rarely,5,12,0,3.0,14.0,6,6,0,4,Medium,Very High,Bad,High,Excellent,No
1972,45,Male,Single,Below College,Medical,Research & Development,Sales Executive,2,54840,Travel_Rarely,16,20,3,1.0,6.0,6,6,0,4,Medium,Medium,Better,High,Outstanding,No
1973,53,Male,Married,College,Medical,Sales,Research Scientist,2,120610,Travel_Frequently,8,20,1,2.0,30.0,2,15,6,12,High,Medium,Better,Very High,Outstanding,No
1974,36,Female,Divorced,College,Life Sciences,Research & Development,Research Scientist,1,56600,Travel_Rarely,7,12,0,7.0,9.0,3,1,0,0,Low,High,Good,High,Excellent,Yes
1975,26,Male,Married,Bachelor,Life Sciences,Sales,Research Scientist,2,48210,Travel_Frequently,2,14,2,6.0,6.0,2,3,1,2,Low,Low,Better,High,Excellent,Yes
1976,34,Male,Married,College,Life Sciences,Research & Development,Sales Representative,1,64100,Travel_Rarely,2,13,1,1.0,1.0,5,1,0,0,High,High,Better,Medium,Excellent,No
1977,28,Male,Married,Bachelor,Other,Research & Development,Sales Representative,2,52100,Travel_Rarely,10,15,0,1.0,1.0,1,1,0,0,Very High,Medium,Better,Very High,Excellent,No
1978,38,Male,Married,Master,Medical,Sales,Research Scientist,2,26950,Travel_Frequently,9,14,1,3.0,8.0,4,2,2,2,High,High,Better,Low,Excellent,No
1979,50,Male,Married,Master,Life Sciences,Research & Development,Sales Executive,1,118780,Travel_Rarely,5,13,1,2.0,29.0,2,8,7,7,Medium,High,Good,High,Excellent,No
1980,37,Male,Single,Bachelor,Life Sciences,Research & Development,Laboratory Technician,1,170680,Travel_Rarely,1,23,0,3.0,8.0,6,4,0,1,Very High,Medium,Good,High,Outstanding,No
1981,40,Male,Married,Bachelor,Medical,Human Resources,Sales Executive,5,24550,Travel_Rarely,2,15,1,1.0,8.0,2,7,7,5,High,Low,Good,High,Excellent,No
1982,26,Male,Divorced,Bachelor,Medical,Research & Development,Laboratory Technician,2,139640,Travel_Frequently,3,11,2,1.0,5.0,1,5,1,3,Low,High,Better,Medium,Excellent,No
1983,46,Female,Divorced,Below College,Medical,Research & Development,Research Scientist,3,49410,Travel_Rarely,2,13,2,9.0,23.0,2,2,2,2,Very High,Very High,Better,Medium,Excellent,No
1984,54,Female,Married,Bachelor,Medical,Research & Development,Manufacturing Director,2,24780,Travel_Rarely,5,11,0,6.0,13.0,0,9,7,0,High,High,Better,High,Excellent,No
1985,56,Female,Married,College,Life Sciences,Research & Development,Manufacturing Director,2,52280,Travel_Frequently,1,11,0,2.0,18.0,4,5,0,3,Low,High,Better,High,Excellent,No
1986,36,Female,Single,College,Life Sciences,Research & Development,Human Resources,2,44780,Travel_Rarely,4,18,1,0.0,15.0,3,14,7,8,Very High,Very High,Good,High,Excellent,No
1987,55,Female,Single,Bachelor,Medical,Research & Development,Manager,2,75470,Non-Travel,2,16,0,7.0,31.0,2,9,6,2,High,Low,Best,Medium,Excellent,No
1988,43,Male,Divorced,College,Life Sciences,Sales,Research Scientist,3,50550,Travel_Rarely,25,22,0,5.0,18.0,2,1,0,0,High,Very High,Better,Medium,Outstanding,No
1989,20,Male,Single,Bachelor,Marketing,Sales,Sales Executive,3,34640,Travel_Frequently,8,20,0,1.0,2.0,3,2,0,2,Very High,Very High,Better,Medium,Outstanding,Yes
1990,21,Male,Single,Master,Life Sciences,Research & Development,Manager,1,57750,Travel_Rarely,1,18,0,1.0,1.0,2,1,1,0,High,Low,Good,High,Excellent,Yes
1991,46,Female,Divorced,Bachelor,Marketing,Sales,Healthcare Representative,3,89430,Travel_Rarely,12,12,1,8.0,19.0,6,16,1,7,Very High,Low,Better,High,Excellent,No
1992,51,Female,Married,Bachelor,Medical,Sales,Research Scientist,2,192720,Travel_Rarely,23,20,0,9.0,18.0,2,10,2,7,Low,High,Best,High,Outstanding,Yes
1993,28,Female,Single,Master,Life Sciences,Research & Development,Laboratory Technician,4,52380,Non-Travel,19,17,1,1.0,10.0,4,10,1,9,Medium,Low,Good,Medium,Excellent,Yes
