EmployeeID,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,MonthlyIncome,BusinessTravel,DistanceFromHome,StockOptionLevel,NumCompaniesWorked,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,PerformanceRating,Attrition
2146,1,0,3,0,0,7,2,20330,1,1,1,2.0,1,3,0,2,0,0
2147,0,0,1,0,1,1,1,36220,1,18,0,1.0,2,3,1,2,1,0
2148,1,1,3,1,1,2,1,42330,1,10,0,1.0,0,2,3,3,0,0
2150,1,2,0,3,0,5,1,54600,1,29,2,6.0,15,2,1,1,0,0
2151,0,2,2,1,1,5,2,21870,1,27,1,1.0,2,0,2,1,0,0
2152,1,1,2,4,1,2,1,96020,1,5,1,1.0,1,3,2,1,0,1
2153,0,0,1,0,1,5,2,28360,1,18,0,0.0,0,2,0,1,1,1
2154,0,1,0,3,0,4,4,40890,1,9,0,0.0,6,0,3,1,0,0
2155,0,1,2,3,0,2,2,166270,1,1,0,3.0,1,3,2,1,0,0
2156,0,0,2,2,0,1,1,26190,1,4,1,6.0,5,3,0,3,0,0
2157,0,1,2,2,1,2,5,56790,0,1,0,0.0,7,2,3,1,0,0
2158,1,1,1,2,1,5,5,154020,1,20,0,4.0,1,3,0,1,1,0
2159,0,0,0,1,0,5,1,59850,1,8,3,2.0,1,3,1,1,0,1
2160,0,0,1,4,1,5,3,25790,1,3,1,9.0,7,1,1,2,0,1
2161,1,1,3,2,1,2,1,30410,1,6,1,1.0,0,1,0,1,0,0
2162,0,0,0,2,1,0,2,34470,1,26,0,0.0,1,0,2,1,0,0
2163,0,2,1,2,1,2,1,195130,0,1,1,1.0,9,3,2,2,0,0
2164,1,0,2,0,0,4,1,27730,0,6,0,1.0,11,2,1,1,0,0
2165,0,0,0,0,1,2,1,71040,2,3,1,1.0,2,3,1,3,0,1
2166,0,1,2,0,0,5,1,63220,1,5,1,4.0,1,0,0,3,0,1
2167,0,1,2,0,1,5,2,20830,0,4,2,0.0,2,2,2,2,0,0
2168,0,1,2,4,0,6,2,83810,1,11,1,4.0,9,3,2,1,0,0
2169,1,0,1,2,0,6,3,26910,1,3,1,6.0,7,3,1,1,0,0
2170,0,2,0,0,1,5,1,42860,0,1,0,9.0,0,2,2,1,0,0
2171,0,2,1,4,1,4,2,26590,1,3,3,0.0,1,3,3,2,1,0
2172,0,0,2,2,0,2,2,94340,1,4,1,1.0,8,2,3,1,0,0
2173,1,2,3,1,0,0,2,55610,2,1,0,0.0,1,2,0,1,0,0
2174,0,0,1,4,0,8,2,66460,2,1,1,1.0,1,2,2,1,0,0
2175,0,2,1,0,0,6,4,77250,1,18,1,1.0,0,2,1,1,0,0
2176,1,2,3,0,0,1,1,107250,1,2,0,3.0,1,1,0,1,0,0
2177,0,0,2,0,0,1,2,88470,1,4,0,1.0,9,2,0,3,0,0
2178,1,1,1,2,1,1,4,20450,1,6,0,3.0,1,3,3,2,0,0
2179,0,1,3,4,0,2,2,10090,1,1,2,7.0,5,2,0,2,0,1
2180,1,1,3,2,1,1,1,33480,1,14,0,3.0,0,1,1,1,1,0
2181,0,1,1,0,0,1,1,12810,2,16,0,2.0,6,0,0,2,0,0
2182,0,0,0,0,1,1,2,28190,1,2,0,1.0,0,3,3,1,1,0
2184,1,0,0,2,1,6,3,40280,1,4,0,3.0,0,3,1,2,0,0
2185,0,0,3,2,1,2,2,27200,0,1,1,1.0,0,3,3,3,1,0
2186,1,1,3,1,1,4,2,81200,1,1,0,0.0,0,3,3,1,0,0
2187,1,0,3,2,1,4,1,46470,2,26,0,3.0,0,3,3,1,0,0
2188,0,0,2,4,1,3,1,46800,1,19,3,6.0,3,0,2,2,0,1
2189,0,1,3,0,1,5,2,32210,1,24,2,4.0,15,3,1,1,0,0
2190,0,2,1,0,0,1,2,86210,0,1,1,1.0,0,0,2,1,0,0
2191,0,2,2,0,1,2,2,45770,1,3,1,5.0,11,1,2,1,0,0
2192,0,1,2,0,1,1,1,45530,1,5,1,4.0,7,1,2,1,0,0
2193,1,0,1,2,1,6,2,53960,2,2,1,7.0,0,2,3,3,0,1
2194,0,1,1,2,1,6,1,67960,2,1,0,0.0,3,3,2,2,0,1
2195,1,2,2,2,1,7,2,76250,2,7,0,1.0,0,3,2,1,0,0
2196,1,0,3,1,1,5,2,74120,1,10,0,1.0,4,2,3,3,1,0
2197,1,1,2,0,1,0,2,111590,1,2,0,1.0,0,2,0,1,0,0
2198,0,1,1,0,1,2,2,49600,1,15,0,1.0,6,3,2,2,0,1
2199,1,1,3,4,1,0,2,104750,1,17,1,3.0,1,0,3,3,0,0
2200,0,1,2,2,1,2,2,148140,2,20,1,2.0,3,1,1,1,0,0
2201,0,2,2,0,1,2,4,191410,2,1,1,3.0,3,3,3,2,0,0
2202,1,1,1,2,1,0,1,54050,1,2,0,7.0,1,2,2,1,0,0
2203,1,1,2,2,1,2,1,87930,2,2,0,6.0,1,1,3,3,0,0
2204,0,1,3,2,1,4,5,191890,1,1,1,0.0,1,2,1,2,0,0
2205,0,1,1,0,1,2,2,38750,0,29,0,3.0,0,2,2,1,0,0
2206,0,1,3,0,1,2,1,22160,1,7,3,2.0,1,0,2,2,0,0
2207,0,1,0,0,1,2,2,117130,2,2,0,2.0,0,3,2,2,0,0
2208,0,0,1,2,1,5,1,78610,1,2,2,1.0,1,0,2,0,0,0
2209,0,1,3,0,1,3,1,37080,1,2,2,1.0,4,3,3,1,0,0
2210,1,0,4,0,1,1,1,137700,1,2,1,1.0,7,3,2,1,0,1
2211,0,0,1,1,1,5,3,53040,1,2,1,0.0,1,0,3,1,1,0
2212,1,1,2,3,0,1,3,26420,1,23,1,0.0,0,2,0,1,0,0
2213,1,1,1,0,1,0,1,27590,1,5,1,9.0,0,2,0,0,0,0
2214,0,0,4,0,1,8,2,68040,1,20,1,4.0,0,0,2,1,0,0
2215,1,0,3,2,1,4,2,61420,2,6,1,2.0,2,2,3,1,0,0
2216,0,1,3,2,1,2,2,25000,1,1,2,4.0,0,0,3,2,0,0
2217,0,0,3,0,1,1,1,63890,1,29,0,0.0,0,2,0,1,1,0
2218,0,0,2,0,0,5,1,111030,1,9,0,1.0,0,1,0,2,0,0
2219,1,0,4,2,0,0,2,23420,2,6,0,3.0,1,0,0,1,0,1
2220,1,0,1,3,0,5,2,68110,2,3,1,0.0,7,2,3,1,0,1
2221,1,0,2,2,0,8,2,22970,1,1,2,6.0,12,3,3,2,0,0
2222,1,1,2,0,0,5,2,24500,1,22,1,3.0,1,3,0,1,0,0
2223,1,2,2,0,1,1,3,50930,1,7,1,2.0,0,1,3,3,0,0
2224,0,0,2,2,1,2,2,53090,1,1,0,3.0,0,0,1,1,0,0
2225,0,0,2,0,0,8,2,30570,2,4,0,1.0,0,1,2,1,0,1
2226,0,2,2,0,0,2,3,51210,1,3,0,7.0,0,3,0,1,0,0
2228,1,2,0,3,0,8,5,26860,2,2,0,5.0,1,3,0,1,0,0
2229,0,0,2,4,0,1,1,61800,1,20,1,1.0,0,0,1,3,0,1
2230,0,1,3,2,2,2,4,66320,1,11,0,0.0,1,1,0,3,0,0
2231,0,0,2,3,0,1,2,35050,1,1,2,1.0,1,0,3,2,0,0
2232,1,1,2,1,1,4,3,63970,1,24,1,4.0,0,2,0,2,0,0
2233,1,1,3,0,1,2,2,62740,1,23,2,7.0,1,0,3,2,0,0
2234,0,1,3,0,0,1,2,198590,1,16,0,3.0,2,0,0,1,0,1
2235,0,0,3,2,0,0,1,75870,0,8,1,0.0,1,2,2,0,1,0
2236,0,1,3,1,1,7,2,42580,1,10,0,2.0,1,0,0,3,0,0
2237,0,1,1,2,1,5,2,43640,1,3,1,3.0,5,0,2,3,0,0
2238,0,1,0,1,1,6,1,43350,1,5,1,1.0,0,3,2,1,0,0
2239,0,1,2,3,0,1,1,53260,1,4,1,4.0,0,3,3,2,0,0
2240,0,1,1,2,1,2,1,32800,1,9,0,5.0,0,3,1,2,0,0
2241,1,1,2,2,1,2,3,54850,1,26,2,2.0,0,1,2,2,0,0
2242,0,2,1,0,0,2,1,43420,0,3,1,3.0,0,2,2,3,0,0
2243,0,2,2,2,1,3,2,27820,1,16,1,1.0,9,0,3,1,0,0
2244,0,2,0,2,1,6,1,59800,1,18,1,4.0,4,0,3,3,0,1
2245,0,0,3,2,1,6,2,43810,0,2,2,2.0,0,0,0,3,0,1
2246,0,0,2,2,0,2,2,25720,2,2,3,1.0,4,2,1,1,0,1
2247,0,2,1,3,0,2,1,38330,1,10,0,2.0,0,1,0,1,0,0
2248,0,0,3,0,1,3,3,42440,1,16,0,9.0,0,3,1,1,0,0
2249,0,1,3,0,1,5,1,65000,2,7,1,6.0,2,1,3,0,1,1
2250,1,1,1,0,1,1,1,184300,1,1,1,4.0,1,1,3,3,0,0
2251,0,2,2,4,1,1,2,16010,1,24,0,4.0,2,2,0,1,0,0
2252,0,1,3,2,1,1,2,26940,1,7,1,1.0,2,0,2,1,0,1
2253,1,2,3,1,1,2,1,31490,0,25,1,2.0,4,3,1,1,0,0
2254,1,0,1,4,1,1,1,176390,1,1,1,0.0,1,3,0,1,0,0
2255,0,0,2,0,1,5,1,23190,0,5,0,3.0,0,2,2,1,0,0
2256,0,0,3,4,1,8,2,116910,1,2,0,4.0,8,3,1,2,1,0
2257,0,1,2,0,1,5,3,53240,1,7,0,2.0,1,0,2,2,0,0
2258,0,2,3,0,1,5,3,167520,1,2,1,2.0,1,2,2,3,0,0
2259,0,0,0,1,1,1,3,52280,1,5,0,1.0,1,3,1,2,0,0
2260,1,1,2,2,2,2,2,27000,2,10,3,0.0,0,3,0,1,0,0
2261,1,0,3,0,1,7,1,192460,1,10,1,3.0,3,3,0,1,0,0
2262,0,1,1,4,0,5,1,25060,1,1,0,8.0,2,3,2,2,1,0
2263,1,0,3,2,1,2,1,60620,2,8,2,1.0,5,0,3,1,1,0
2264,1,1,2,0,1,6,5,43820,2,5,2,7.0,0,0,2,2,0,0
2265,0,2,2,0,1,6,1,21430,0,8,1,1.0,0,2,2,2,0,0
2266,0,1,0,0,0,1,3,61620,1,2,0,0.0,2,1,2,2,0,0
2267,1,2,2,4,1,2,2,50940,1,7,0,3.0,0,2,1,1,0,0
2268,1,2,3,2,1,7,2,68770,2,2,0,7.0,6,1,0,2,1,0
2269,0,1,2,2,1,1,1,22740,2,2,1,3.0,1,0,2,3,1,1
2270,1,0,2,2,1,1,5,44340,2,28,3,5.0,0,0,1,0,0,1
2271,0,0,0,2,1,1,1,62880,1,7,1,0.0,10,0,1,3,0,1
2272,1,1,3,1,0,0,4,25530,1,7,1,1.0,0,3,2,1,0,0
2273,0,0,2,0,0,1,2,76540,2,3,1,2.0,0,1,0,2,0,1
2274,1,1,2,0,1,8,2,51600,0,10,1,1.0,0,3,1,1,0,0
2275,1,0,1,2,1,1,2,171590,2,5,1,5.0,2,1,2,2,1,0
2276,1,2,1,0,0,2,1,128080,1,10,0,1.0,0,2,2,1,0,0
2277,0,2,1,0,1,2,3,102210,1,1,1,0.0,1,2,2,3,0,0
2278,0,1,2,3,0,1,2,47790,1,20,1,0.0,1,3,2,1,0,0
2279,0,1,1,0,1,1,2,37370,1,7,2,8.0,0,0,1,1,1,0
2280,1,1,3,2,1,7,2,23660,1,8,0,3.0,1,2,2,2,0,0
2281,0,0,2,3,0,5,2,17060,2,1,0,7.0,0,2,0,2,0,1
2282,0,2,3,3,0,5,1,163070,1,8,0,1.0,0,0,2,0,0,0
2283,1,0,2,0,1,2,2,59330,2,9,0,0.0,1,2,0,1,0,0
2284,1,1,3,0,1,1,1,34240,1,5,0,4.0,1,2,0,1,0,0
2285,0,1,0,2,1,1,1,40370,2,8,0,0.0,0,3,1,1,0,0
2286,0,1,0,4,1,5,2,25590,1,5,0,1.0,1,2,1,2,0,0
2287,1,0,3,0,1,2,1,62010,1,15,3,2.0,0,3,2,1,0,0
2288,1,0,2,0,1,5,3,44030,1,7,0,2.0,0,2,3,3,1,0
2289,1,2,2,0,0,1,4,37610,2,10,0,3.0,1,1,3,1,0,0
2290,1,0,2,0,1,1,2,109340,1,5,2,6.0,0,0,0,0,0,1
2291,0,1,0,3,0,7,1,107610,1,26,1,3.0,14,3,0,3,0,0
2292,1,0,0,4,0,5,2,51750,1,6,1,4.0,2,1,1,1,0,0
2293,0,1,1,0,1,6,3,138260,1,4,0,8.0,5,2,1,3,0,0
2294,0,0,3,0,1,1,2,63340,1,23,0,1.0,3,3,1,0,0,0
2295,1,0,3,2,1,8,2,49360,1,2,1,0.0,1,0,2,1,0,0
2296,0,0,2,2,1,4,2,47750,1,2,1,3.0,1,3,0,0,0,1
2297,0,1,2,5,2,6,2,28180,1,2,1,1.0,8,3,2,1,0,0
2298,1,0,2,0,1,0,2,25150,2,29,0,1.0,7,3,2,0,0,1
2299,0,0,2,2,1,8,1,23420,2,6,1,1.0,13,2,3,1,0,0
2300,1,1,4,3,0,1,1,41940,1,25,2,0.0,5,1,2,1,0,0
2301,1,1,2,0,1,6,1,106850,1,1,3,4.0,0,2,1,1,0,0
2302,0,1,1,2,1,1,1,20220,1,2,0,1.0,3,0,3,1,0,0
2303,1,1,2,2,1,8,1,23140,1,1,0,3.0,0,2,0,1,0,0
2304,0,0,0,0,1,1,1,42560,1,1,3,1.0,0,3,1,1,0,0
2305,0,1,2,0,0,5,3,35800,1,3,1,4.0,0,3,3,1,1,0
2306,0,1,3,4,2,6,2,31620,2,1,2,2.0,13,3,3,0,0,0
2307,1,1,0,0,0,6,1,65240,1,10,1,0.0,7,0,0,3,0,0
2308,1,1,2,2,1,6,2,28990,1,9,0,1.0,5,1,2,1,0,0
2309,0,0,4,0,0,6,1,52310,1,5,2,1.0,7,2,3,1,0,0
2310,0,2,1,3,0,6,1,23560,1,10,0,0.0,0,2,0,1,0,0
2312,1,2,2,2,1,5,3,118360,1,4,0,1.0,7,0,1,1,1,0
2313,0,1,0,0,1,0,1,109030,1,10,0,0.0,4,1,2,1,0,0
2314,0,1,3,2,1,2,1,29730,1,22,0,3.0,2,3,1,1,1,0
2315,1,0,2,3,0,1,4,142750,1,9,1,3.0,1,2,3,2,0,0
2316,0,2,3,2,1,5,1,55620,1,12,1,8.0,7,2,2,1,0,0
2317,1,1,3,0,1,0,2,45370,1,23,1,6.0,0,2,2,2,0,0
2318,0,1,0,2,1,0,1,76420,1,9,1,2.0,2,0,0,0,1,0
2319,0,1,2,1,1,2,3,179240,1,1,2,1.0,6,1,0,1,0,1
2320,0,1,2,3,0,6,1,52040,2,9,1,3.0,1,2,2,1,0,0
2321,0,0,1,0,0,2,1,22770,1,7,1,1.0,1,3,0,1,0,0
2322,0,1,2,4,1,4,5,27950,1,14,0,3.0,1,2,1,1,0,0
2323,1,2,2,2,1,1,1,25320,1,2,0,1.0,0,0,0,1,0,1
2324,0,1,2,0,1,8,2,25590,1,19,0,0.0,1,2,3,1,1,1
2325,1,1,2,2,1,2,3,49080,1,2,1,4.0,1,2,1,1,0,1
2326,1,1,3,0,1,1,5,23800,0,10,0,4.0,1,3,0,2,0,0
2327,0,1,4,0,1,2,1,47650,1,2,1,8.0,7,2,0,2,0,0
2328,0,0,2,0,1,2,2,20440,1,3,0,1.0,0,0,3,0,0,0
2329,1,1,0,2,1,5,1,26930,1,11,0,1.0,2,2,3,1,0,0
2330,0,1,1,0,1,1,2,65860,1,2,1,9.0,2,1,3,2,0,0
2331,0,1,2,0,1,4,1,32940,1,4,0,1.0,0,0,3,1,0,0
2332,1,1,1,3,0,2,1,41710,1,14,0,0.0,7,2,1,1,1,0
2333,1,0,2,0,1,6,1,27780,1,2,0,2.0,1,1,1,3,0,0
2334,0,0,2,5,2,1,1,23770,1,1,2,6.0,0,1,2,1,0,0
2335,0,0,2,0,1,7,1,24040,1,10,0,1.0,1,1,0,1,0,0
2336,1,0,1,0,0,2,2,23180,1,12,0,3.0,0,0,2,1,0,0
2337,1,1,1,2,0,2,1,20080,1,2,0,2.0,7,3,2,1,0,0
2338,1,2,0,2,1,1,1,62440,2,5,0,1.0,1,0,3,3,1,0
2339,1,1,1,2,1,5,1,27990,1,4,1,4.0,0,2,2,1,0,0
2340,1,1,1,0,1,8,3,105520,1,7,0,2.0,2,3,2,1,0,0
2341,0,1,2,0,0,3,2,23290,2,21,0,3.0,0,0,0,1,0,0
2342,1,0,1,0,1,8,5,40140,1,8,1,8.0,0,3,3,1,0,0
2343,1,1,2,2,0,5,2,74030,1,4,1,1.0,6,1,2,2,0,0
2344,1,1,0,0,1,8,1,22590,2,25,0,1.0,7,3,2,2,0,0
2345,0,1,3,0,1,5,2,69320,1,1,0,1.0,1,3,0,1,0,0
2346,0,2,0,1,1,8,1,46780,1,1,1,5.0,0,3,1,1,1,0
2347,1,1,2,3,0,7,3,135820,1,6,1,1.0,0,2,3,2,0,0
2348,0,0,3,4,1,5,1,23320,1,12,0,1.0,0,3,0,0,0,0
2349,1,1,2,2,2,5,2,24130,1,1,1,1.0,0,2,1,1,0,1
2350,0,1,1,3,0,2,3,97050,0,17,2,1.0,1,1,2,2,0,0
2351,0,1,2,1,1,1,2,42940,2,3,0,2.0,12,1,2,1,1,0
2352,0,1,1,0,1,1,3,47210,1,3,1,3.0,0,1,3,1,0,0
2353,0,2,2,4,1,8,3,25190,1,10,2,0.0,1,1,3,2,1,0
2354,1,1,2,2,1,4,1,21210,1,4,1,1.0,1,1,1,2,0,0
2355,1,0,1,4,0,1,2,29730,1,29,0,1.0,1,2,0,1,0,0
2356,0,1,3,0,0,6,2,58550,0,2,1,1.0,4,0,0,1,0,0
2357,0,0,2,2,1,1,2,36170,2,7,1,7.0,0,3,0,1,1,0
2358,0,1,0,2,1,6,2,67250,1,18,1,9.0,1,2,2,1,0,0
2359,0,2,3,3,0,6,5,103250,2,28,1,1.0,7,2,3,1,0,0
2360,0,1,3,0,1,0,3,69490,1,1,1,1.0,1,2,0,2,0,0
2361,0,1,1,0,1,1,3,106090,1,6,1,2.0,7,1,0,1,0,0
2362,0,2,0,0,1,1,4,44470,1,2,0,1.0,0,3,0,1,0,0
2363,1,1,2,2,1,2,2,21570,1,2,0,1.0,1,1,0,1,1,0
2364,0,2,2,0,1,6,3,46010,1,23,2,0.0,0,1,0,2,0,0
2365,1,0,0,0,1,5,1,170990,1,3,1,1.0,2,2,3,1,0,0
2367,0,1,3,2,1,1,2,148520,1,25,3,3.0,1,3,2,1,0,0
2369,0,1,0,0,1,5,1,56660,1,22,1,1.0,14,0,2,1,0,0
2370,1,1,2,2,1,2,2,78230,0,29,1,1.0,2,2,2,1,0,0
2371,0,1,3,4,1,5,1,78800,1,29,1,3.0,0,2,2,2,0,0
2372,1,0,2,4,1,8,2,131940,2,2,0,0.0,3,0,2,0,0,0
2373,1,2,2,0,1,5,2,50670,1,28,2,1.0,3,3,3,1,0,0
2374,1,1,3,0,1,2,3,50790,1,2,0,3.0,0,3,2,3,0,0
2375,0,1,2,0,1,0,3,23210,1,2,1,9.0,6,3,0,1,0,1
2376,1,1,2,0,1,0,2,174440,1,22,0,1.0,7,1,1,0,0,0
2377,1,0,2,4,1,0,2,24040,1,8,0,6.0,3,2,3,2,0,0
2378,0,1,1,3,0,5,1,34520,2,2,1,4.0,0,0,3,1,0,0
2379,1,1,3,3,0,8,3,22700,2,10,3,2.0,2,2,3,1,0,0
2381,0,0,2,0,1,1,2,54880,2,15,1,1.0,1,0,3,1,1,0
2382,0,1,3,0,0,2,3,194190,1,10,1,7.0,0,1,2,1,0,0
2383,0,0,2,0,1,1,1,28110,2,7,0,2.0,1,3,3,2,1,0
2384,0,0,3,3,0,4,1,36330,1,16,2,3.0,0,0,0,0,0,1
2385,1,0,0,2,1,8,2,41630,1,20,1,9.0,1,2,2,1,0,0
2386,1,1,2,0,1,2,3,21320,1,23,0,4.0,0,1,0,1,1,0
2387,0,2,0,3,0,6,4,139730,2,5,0,1.0,0,3,2,1,0,0
2388,1,1,2,3,0,4,2,26840,1,10,0,4.0,1,3,1,1,0,0
2389,0,1,1,0,0,4,2,108450,1,4,0,3.0,1,0,1,1,1,0
2390,0,2,1,2,1,2,3,43770,1,2,1,5.0,1,3,0,1,0,0
2391,1,0,3,2,1,2,2,37430,1,18,1,1.0,2,2,2,1,0,0
2392,0,2,2,2,1,5,3,41480,1,10,0,1.0,7,3,1,1,0,0
2393,1,0,2,0,1,0,2,10510,1,1,0,2.0,1,0,1,1,0,0
2394,1,1,1,0,2,1,2,107390,1,6,3,2.0,2,2,2,1,0,0
2396,1,2,1,2,1,0,2,114160,1,2,0,6.0,0,3,0,1,0,0
2397,0,1,2,3,0,5,1,26000,1,24,0,3.0,4,1,2,1,0,0
2398,1,1,3,0,1,1,1,24220,1,2,1,1.0,6,2,2,1,0,0
2399,0,0,3,2,1,4,1,54720,2,17,1,3.0,6,3,3,3,0,1
2400,0,1,1,0,1,1,2,24510,2,19,1,7.0,2,3,3,3,0,0
2401,0,2,1,2,1,7,2,42400,1,1,0,1.0,0,0,1,2,0,0
2402,0,2,2,2,1,2,5,109990,1,7,3,1.0,0,3,3,1,0,0
2403,0,2,3,4,1,1,5,50030,1,5,0,0.0,1,3,1,2,0,0
2404,1,1,3,4,1,2,2,127420,1,28,0,1.0,0,0,3,1,0,0
2405,0,2,3,2,1,5,1,42270,1,2,0,4.0,2,3,0,2,0,0
2406,1,0,1,2,0,2,1,39170,2,29,3,1.0,3,3,1,1,0,0
2407,0,2,3,2,1,5,3,183030,1,1,1,6.0,1,1,1,1,1,0
2408,0,0,2,2,1,6,2,23800,1,21,0,4.0,0,2,2,1,0,0
2409,1,0,3,0,1,8,4,137260,1,24,0,3.0,0,3,2,1,0,0
2410,0,0,2,0,1,7,1,47770,1,1,1,1.0,0,3,0,1,0,0
2411,1,2,1,2,1,0,2,63850,0,18,0,1.0,1,2,3,1,0,0
2412,0,1,1,4,1,2,3,199730,1,2,0,6.0,0,0,2,2,0,0
2413,1,2,2,4,1,0,3,68610,1,9,0,4.0,2,2,3,1,0,0
2414,1,0,2,0,2,5,3,49690,1,6,0,1.0,1,3,2,1,0,1
2415,0,1,1,0,1,2,1,198450,1,11,1,7.0,0,3,2,2,0,0
2416,0,1,2,0,1,4,4,133200,1,24,0,3.0,1,1,3,1,0,0
2417,0,1,1,3,0,0,1,63470,2,10,1,2.0,7,3,2,1,0,1
2418,0,0,2,0,0,1,2,27430,1,1,1,1.0,0,3,1,1,0,1
2419,0,0,1,2,1,3,1,108800,0,18,1,1.0,5,3,3,1,1,0
2420,0,2,0,0,1,5,5,23420,1,23,2,5.0,1,0,1,1,0,0
2421,1,1,2,0,0,1,2,176500,1,28,1,1.0,4,1,3,3,0,0
2422,0,2,3,2,0,8,1,40250,1,17,1,3.0,0,2,3,3,0,0
2423,0,1,2,0,0,8,3,97250,1,3,0,1.0,2,1,1,1,0,0
2424,0,2,2,0,1,5,1,119040,2,13,1,1.0,1,2,3,2,0,0
2425,0,1,1,0,1,0,1,21770,1,7,0,1.0,8,1,3,1,0,0
2426,0,2,1,2,1,1,2,75250,1,12,2,1.0,0,2,3,1,0,1
2427,0,1,2,0,2,1,1,48340,1,1,0,1.0,6,2,3,1,0,0
2428,0,0,2,0,1,2,3,20420,2,13,0,0.0,1,0,3,3,0,0
2429,0,1,3,0,1,2,2,22200,1,25,0,1.0,8,3,3,1,0,0
2430,0,1,2,0,1,2,3,10520,1,6,0,1.0,0,2,2,1,0,0
2431,0,0,3,3,0,1,1,28210,1,6,0,1.0,8,3,2,1,0,0
2432,0,1,1,0,1,1,2,192370,1,2,1,9.0,1,3,2,1,0,0
2433,1,0,3,0,2,1,3,41070,1,1,1,3.0,6,2,3,2,0,0
2434,1,1,2,0,0,6,2,83960,0,2,2,3.0,14,2,2,2,0,0
2435,1,1,1,2,0,8,2,20070,1,6,0,1.0,0,3,2,1,0,1
2436,1,1,2,2,1,2,2,196270,2,1,2,7.0,14,2,2,0,0,1
2437,0,1,0,2,1,2,1,106860,1,9,1,1.0,0,3,2,3,0,0
2438,0,0,3,0,1,4,1,29420,1,1,1,1.0,8,3,1,1,1,0
2439,0,1,0,3,0,5,2,88580,2,1,1,6.0,1,0,2,2,0,0
2440,0,1,1,0,1,2,1,167560,1,14,2,1.0,0,1,2,3,0,0
2441,0,1,1,2,0,1,2,107980,0,2,2,6.0,1,2,1,1,0,0
2442,0,1,1,4,1,0,1,23230,1,22,1,2.0,0,1,0,1,0,0
2443,1,2,2,0,1,1,1,14160,1,3,1,1.0,1,1,0,3,0,0
2444,0,0,2,2,1,2,4,46150,1,6,0,6.0,0,2,1,1,0,0
2445,0,1,3,0,0,5,1,24610,1,8,1,2.0,0,3,2,1,1,0
2446,0,1,3,3,0,5,1,87220,1,9,1,1.0,0,1,3,2,0,0
2447,1,1,1,0,1,2,2,39550,0,3,1,7.0,0,2,1,0,0,0
2448,1,2,3,4,1,2,3,99570,1,1,0,4.0,0,2,3,2,1,0
2449,0,2,2,2,1,6,2,33760,1,1,0,5.0,2,1,0,1,1,1
2450,1,0,2,2,1,4,2,88230,1,26,2,6.0,0,0,1,1,0,1
2451,0,0,3,0,0,6,3,103220,1,6,2,1.0,1,2,1,0,0,0
2452,0,0,2,3,0,2,2,46210,2,3,1,2.0,1,3,3,2,0,0
2453,1,1,2,0,1,6,2,109760,0,3,0,1.0,5,3,3,1,0,0
2454,0,1,2,4,1,1,1,36600,1,6,2,3.0,0,3,2,0,0,0
2455,0,0,2,0,0,6,3,104820,1,6,1,1.0,12,1,1,2,0,0
2456,0,1,3,2,1,7,1,71190,1,19,0,4.0,0,2,2,3,0,0
2457,0,0,2,0,0,4,1,95820,2,9,1,0.0,0,3,0,1,0,0
2458,0,1,3,3,0,2,1,45080,2,3,1,0.0,2,0,3,1,0,0
2459,1,2,2,0,1,3,1,22070,2,10,0,6.0,1,2,3,2,0,1
2460,0,1,1,0,1,5,3,77560,1,3,2,1.0,0,0,2,1,0,0
2461,0,0,2,0,0,8,1,66940,1,3,1,1.0,1,2,3,2,0,0
2462,0,0,2,3,0,1,5,36910,1,4,0,1.0,2,1,1,1,0,1
2463,1,0,3,0,1,2,1,23770,2,8,1,8.0,0,3,2,3,1,0
2464,0,2,2,0,0,2,3,23130,1,7,0,2.0,1,2,0,1,0,0
2465,1,1,1,2,1,0,2,176650,1,1,0,0.0,1,3,3,1,0,0
2466,0,0,3,2,1,7,1,25960,0,2,1,8.0,1,3,1,2,0,0
2467,0,0,3,3,0,2,1,47280,1,3,1,3.0,0,3,3,3,0,0
2468,0,0,2,0,1,2,1,43020,1,10,0,2.0,0,0,0,2,0,1
2469,0,1,2,2,1,0,1,29790,2,28,1,4.0,0,2,1,2,0,0
2470,0,1,3,5,2,5,2,168850,1,9,2,2.0,0,0,2,1,0,1
2471,1,2,3,1,1,7,2,55930,1,3,1,1.0,0,3,0,1,0,0
2472,0,1,0,2,1,7,1,104450,1,2,1,3.0,1,2,2,1,0,0
2473,1,0,3,0,1,5,1,87400,0,10,1,2.0,0,1,1,1,0,0
2474,1,1,1,4,1,6,1,25140,1,8,0,3.0,1,1,3,1,0,0
2475,0,1,3,1,1,2,3,76550,2,1,1,9.0,0,2,2,1,0,1
2476,1,2,2,1,2,0,1,174650,1,1,1,8.0,0,1,1,2,0,0
2478,0,2,2,1,1,1,1,108200,0,14,0,5.0,1,3,1,2,0,0
2480,1,2,3,2,1,1,1,196260,0,7,0,1.0,0,3,2,1,1,0
2481,0,1,3,2,1,0,2,20700,0,10,2,4.0,0,0,2,2,0,0
2482,1,0,1,3,0,5,1,67820,1,16,1,0.0,1,1,3,1,0,0
2483,1,0,1,0,0,2,5,77790,1,10,1,5.0,2,3,3,1,0,0
2484,0,0,1,3,0,0,5,27910,1,1,0,1.0,1,1,1,1,0,1
